School,Type,Date,City,State,Time,Latitude,Longitude
West Philadelphia High School,High,2021-09-17,Philadelphia,PA,20:00:00,39.9527237,-75.1635262
Widefield High School,High,2021-09-18,Colorado Springs,CO,16:21:00,38.8339578,-104.825348
Eastside Arts Academy,Elementary,2021-09-20,Cleveland,OH,18:02:00,41.4996574,-81.6936772
Heritage High School,High,2021-09-20,Newport News,VA,11:40:00,36.9775016,-76.42977
East High School,High,2021-09-21,Wichita,KS,12:30:00,37.6922361,-97.3375448
Fred A. Toomer Elementary School,Elementary,2021-09-21,Atlanta,GA,07:45:00,33.7489924,-84.3902644
Lake Asbury Elementary School,Elementary,2021-09-21,Lake Asbury,FL,05:55:00,30.0589858,-81.8242414
Middletown Preparatory and Fitness Academy,High,2021-09-21,Middletown,OH,15:00:00,39.516644,-84.4041725
Vaux Big Picture High School,High,2021-09-21,Philadelphia,PA,14:57:00,39.9527237,-75.1635262
Lincoln-Bassett Community School,Elementary,2021-09-22,New Haven,CT,11:00:00,41.3082138,-72.9250518
South Shore High School,High,2021-09-22,Brooklyn,NY,08:45:00,40.6526006,-73.9497211
Rigby Middle School,Middle,2021-09-23,Rigby,ID,,43.6751937,-111.918002
Essex High School,High,2021-09-24,Essex,VA,20:20:00,36.7612594,-76.2463274
Fairfield High Preparatory School,High,2021-09-24,Fairfield,AL,21:47:00,33.4859402,-86.9119366
Stewarts Creek High School,High,2021-09-24,Smyrna,FL,20:30:00,30.5999151,-85.677986
Wildwood Elementary/Middle School,K-8,2021-09-24,Baltimore,MD,19:11:00,39.2908816,-76.610759
Canterbury Elementary School,Elementary,2021-09-27,Crystal Lake,IL,12:00:00,42.2411344,-88.3161965
South Portland High School,High,2021-09-28,South Portland,ME,20:38:00,43.6414716,-70.2408811
Shaker Heights Middle School,Middle,2021-09-29,Shaker Heights,OH,18:30:00,41.4739419,-81.5370671
Cummings Elementary School,K-8,2021-09-30,Memphis,TN,09:15:00,35.1460249,-90.0517638
Newton Elementary School,Elementary,2021-09-30,Newton,MS,16:30:00,32.3212554,-89.1633929
Ben Davis High School,High,2021-10-01,Indianapolis,IN,21:00:00,39.7683331,-86.1583502
Cherry Hill West High School,High,2021-10-01,Cherry Hill,NJ,20:45:00,39.9348351,-75.0307264
Northern High School,High,2021-10-01,Durham,NC,21:42:00,35.996653,-78.9018053
Seventy-First High School,High,2021-10-01,Fayetteville,NC,22:00:00,35.0525759,-78.878292
YES Prep,High,2021-10-01,Houston,TX,11:45:00,29.7589382,-95.3676974
Lakeview High School,High,2021-10-04,Chicago,IL,,41.8755616,-87.6244212
Santa Fe Indian School,6-12,2021-10-04,Santa Fe,NM,,35.6876096,-105.938456
School of the Future,High,2021-10-04,Philadelphia,PA,01:25:00,39.9527237,-75.1635262
Woodward High School,High,2021-10-04,Toledo,OH,16:30:00,41.6529143,-83.5378173
Garinger High School,High,2021-10-05,Charlotte,NC,07:00:00,35.2272086,-80.8430827
Hettinger Public School,K-12,2021-10-05,Hettinger,ND,09:39:00,46.4448014,-102.4167046
Timberview High School,High,2021-10-06,Arlington,TX,09:15:00,32.7355816,-97.1071186
Antonia Pantoja Charter School,K-8,2021-10-07,Philadelphia,PA,,39.9527237,-75.1635262
East Chambers High School,High,2021-10-07,Winnie,TX,20:00:00,29.8202205,-94.3840777
Eastway Elementary School,Elementary,2021-10-07,Durham,NC,16:30:00,35.996653,-78.9018053
Walkins Elementary School,Elementary,2021-10-07,Washington,DC,21:47:00,4.6529539,-74.0835643
Comanche Middle School,Middle,2021-10-08,Comanche,OK,16:30:00,34.3689748,-97.963924
Rosemary Anderson High School,High,2021-10-11,Portland,OR,09:00:00,45.5202471,-122.674194
El Sol Academy,Elementary,2021-10-12,Kalamazoo,MI,16:00:00,42.291707,-85.5872286
Little Rock Central High School,High,2021-10-12,Little Rock,AR,11:50:00,34.7465071,-92.2896267
Union High School,High,2021-10-12,Tulsa,OK,14:30:00,36.1563122,-95.9927516
Wendell Phillips Academy High School,High,2021-10-12,Chicago,IL,14:30:00,41.8755616,-87.6244212
Charles Kelly Elementary,Elementary,2021-10-13,Drexel Hill,PA,08:00:00,39.9470567,-75.2921301
McDade Classical Elementary School,Elementary,2021-10-13,Chicago,IL,08:39:00,41.8755616,-87.6244212
Reiche Community School,Elementary,2021-10-14,Portland,ME,23:15:00,43.6573605,-70.2586618
Kepler Community School,Elementary,2021-10-15,Fresno,CA,10:20:00,36.7394421,-119.78483
Williamson High School,6-12,2021-10-15,Mobile,AL,21:56:00,30.6913462,-88.0437509
Rogers High School,High,2021-10-17,Rogers ,AR,20:05:00,36.3330154,-94.1166283
Lincoln High School,High,2021-10-18,Philadelphia,PA,14:45:00,39.9527237,-75.1635262
Bethesda Academy,6-12,2021-10-21,Savannah,GA,19:00:00,32.0790074,-81.0921335
P. S. 65 Mother Hale Academy,Elementary,2021-10-21,Bronx,NY,14:00:00,40.8466508,-73.8785937
Philadelphia Learning Academy South,High,2021-10-22,Philadelphia,PA,13:00:00,39.9527237,-75.1635262
Cathedral School,K-12,2021-10-26,Natchez,MS,09:20:00,31.5604076,-91.403171
Jose de Diego Community Academy,K-12,2021-10-26,Chicago,IL,15:46:00,41.8755616,-87.6244212
Calhoun County High School,High,2021-10-27,St. Matthews,SC,20:00:00,33.664876,-80.7778681
Sto Rox High School,High,2021-10-30,McKees Rock,PA,16:45:00,40.542191,-76.3041491
Highland Middle School,Middle,2021-11-02,Hobbs,NM,15:00:00,32.707667,-103.1311314
Central High School,High,2021-11-04,Pageland,SC,,34.7719578,-80.3914661
Oviedo High School,High,2021-11-06,Oviedo,FL,22:00:00,28.6702526,-81.2084941
Theodore Roosevelt High School,High,2021-11-08,Bronx,NY,14:40:00,40.8466508,-73.8785937
Mesilla Valley Leadership Academy,,2021-11-09,Las Cruces,NM,08:00:00,32.3140354,-106.779807
Ithaca High School,High,2021-11-10,Ithaca,NY,18:30:00,42.4396039,-76.4968019
Poughkeepsie High School,High,2021-11-15,Poughkeepsie,NY,15:15:00,41.7065539,-73.9283672
Jacksonville School Bus,,2021-11-16,Jacksonville,FL,18:00:00,30.3321838,-81.655651
P.S. 44,Elementary,2021-11-16,Bronx,NY,14:15:00,40.8466508,-73.8785937
Gilmor Elementary School,Elementary,2021-11-18,Baltimore,MD,19:04:00,39.2908816,-76.610759
Hinkley High School,High,2021-11-19,Aurora,CO,13:50:00,41.7571701,-88.3147539
Cleveland School Bus,,2021-11-23,Cleveland,OH,07:30:00,41.4996574,-81.6936772
Thornton Township High School,High,2021-11-24,Harvey,IL,15:00:00,41.6100344,-87.6467132
Westmount High School,High,2021-11-26,San Jose,CA,21:00:00,37.3361663,-121.890591
Cesar Chavez High School,High,2021-11-29,Phoenix,AZ,15:00:00,33.4484367,-112.074141
West Middle School,Middle,2021-11-29,Rockford,IL,16:00:00,42.2713945,-89.093966
Humboldt High School,High,2021-11-30,Humboldt,TN,20:30:00,35.8197917,-88.9158953
Los Angeles School Bus,,2021-11-30,Los Angeles,CA,17:30:00,34.0536909,-118.242766
Oxford High School,High,2021-11-30,Oxford,MI,12:51:00,42.8247524,-83.2646624
Whitehall Yearling High School,High,2021-11-30,Whitehall,OH,18:00:00,39.9667308,-82.8854559
Sam Rayburn High School,High,2021-12-01,Pasadena,TX,11:00:00,29.6910753,-95.2092076
Garfield High School,High,2021-12-02,Seattle,WA,16:30:00,47.6038321,-122.330062
Blytheville High School,High,2021-12-03,Blytheville,AR,21:15:00,35.9288199,-89.9073557
Susan E. Wagner High School,High,2021-12-06,Staten Island,NY,15:00:00,40.5834557,-74.1496048
Wilmington Park Elementary School,Elementary,2021-12-06,Wilmington,CA,16:46:00,33.7800164,-118.262509
Haines Elementary School,Elementary,2021-12-07,Chicago,IL,12:30:00,41.8755616,-87.6244212
Ewing Marion Kauffman School,High,2021-12-08,Kansas City,MO,20:30:00,39.100105,-94.5781416
St. Matthews Elementary School,Elementary,2021-12-08,Louisville,KY,21:30:00,38.2542376,-85.759407
Greater Oaks Charter School,Elementary,2021-12-09,New York,NY,09:30:00,40.7127281,-74.0060152
Jesse C. Carson High,High,2021-12-09,China Grove,NC,14:00:00,35.569306,-80.5817318
Canal Winchester High School,High,2021-12-10,Canal Winchester,OH,05:50:00,39.8428215,-82.805646
Edward A. Upthegrove Elementary School,Elementary,2021-12-11,LaBelle,FL,14:00:00,26.7615384,-81.4385828
Jones County High School,High,2021-12-11,Gray,GA,20:15:00,33.0095802,-83.5337816
School No. 17,K-8,2021-12-12,Rochester,NY,18:30:00,43.157285,-77.615214
East River High School,High,2021-12-13,Orlando,FL,15:00:00,28.5421109,-81.3790304
West Charlotte High School,High,2021-12-13,Charlotte,NC,14:16:00,35.2272086,-80.8430827
Menchville High School,High,2021-12-14,Newport News,VA,20:40:00,36.9775016,-76.42977
South Division High School,High,2021-12-14,Milwaukee,WI,11:30:00,43.0349931,-87.922497
Eau Claire High School,High,2021-12-16,Columbia,SC,15:00:00,34.0003117,-81.0331309
P.S. 026 Jesse Owens,Elementary,2021-12-16,Brooklyn,NY,08:55:00,40.6526006,-73.9497211
Woodrow Wilson Junior High,High,2021-12-17,Dayton,TX,15:00:00,30.0473202,-94.8873913
Catawba College (high school tournament),High,2021-12-29,Salisbury,NC,20:15:00,35.6709727,-80.4742261
Childpeace Montessori School,K-8,2022-01-03,Portland,OR,13:00:00,45.5202471,-122.674194
Columbus School Bus,,2022-01-03,Columbus,OH,05:40:00,39.9622601,-83.0007065
Auburn High School,High,2022-01-04,Rockford,IL,13:50:00,42.2713945,-89.093966
Florin High School,High,2022-01-06,Sacramento,CA,15:40:00,38.5810606,-121.493895
Valley High School,High,2022-01-11,Albuquerque,NM,19:40:00,35.0841034,-106.650985
Gaithersburg High School,High,2022-01-14,Gaithersburg,MD,06:50:00,39.1399187,-77.1929215
Pyburn Elementary School,Elementary,2022-01-17,Houston,TX,11:20:00,29.7589382,-95.3676974
Anacostia High School,High,2022-01-19,Washington,DC,16:00:00,4.6529539,-74.0835643
Manor High School,High,2022-01-19,Portsmouth,VA,15:00:00,36.8320081,-76.297699
Pittsburgh Oliver Citywide Academy,K-12,2022-01-19,Pittsburgh,PA,14:00:00,40.4416941,-79.9900861
Seminole High School,High,2022-01-19,Sanford,FL,23:57:00,28.8117345,-81.2680223
Magruder High School,High,2022-01-21,Rockville,MD,12:53:00,39.0817985,-77.1516844
McNair High School,High,2022-01-21,Atlanta,GA,14:30:00,33.7489924,-84.3902644
Sunrise Mountain High School,High,2022-01-24,Las Vegas,NV,12:30:00,36.1672559,-115.148516
Bartram High School,High,2022-01-26,Philadelphia,PA,14:54:00,39.9527237,-75.1635262
Montgomery Elementary School,Elementary,2022-01-27,Houston,TX,22:00:00,29.7589382,-95.3676974
Carroll High School,High,2022-01-28,Monroe,LA,19:00:00,32.5102427,-92.1032411
Beloit Memorial High School,High,2022-01-29,Beloit,WI,20:55:00,42.5083272,-89.031784
Academy Park High School,High,2022-02-01,Sharon Hill,PA,15:20:00,39.9063027,-75.2721402
Alessandro Volta Elementary School,Elementary,2022-02-01,Chicago,IL,10:00:00,41.8755616,-87.6244212
Rufus King High School,High,2022-02-01,Milwaukee,WI,19:45:00,43.0349931,-87.922497
South Education Center,K-12,2022-02-01,Richfield,MN,12:04:00,44.8766431,-93.2877877
Logan County Community Technology Center,High,2022-02-02,Russellville,KY,08:15:00,36.8453199,-86.887219
Speight Middle School,Middle,2022-02-03,Stantonsburg,NC,16:40:00,35.6068259,-77.8233139
Southwest DeKalb High School,High,2022-02-04,Decatur,GA,14:00:00,33.7737582,-84.296069
Wenonah High School,High,2022-02-04,Birmingham,AL,21:15:00,33.5206824,-86.8024326
Catonsville High School,High,2022-02-08,Catonsville,MD,15:00:00,39.2720504,-76.7318456
Mount Vernon High School,High,2022-02-08,Mount Vernon,NY,14:30:00,40.9125085,-73.8386504
McKinley High School,High,2022-02-09,Buffalo,NY,15:45:00,42.8867166,-78.8783922
Minneapolis School Bus,Elementary,2022-02-09,Minneapolis,MN,14:15:00,44.9772995,-93.2654692
Eagle Academy,K-8,2022-02-11,Washington,DC,14:00:00,4.6529539,-74.0835643
Lake City Middle School,Middle,2022-02-14,Lake City,FL,15:00:00,30.1894252,-82.6394803
McClure Elementary School,Elementary,2022-02-17,Grandview,WA,17:00:00,46.2509653,-119.9017049
Tewksbury High School,High,2022-02-18,Tewksbury,MA,20:10:00,42.6106479,-71.2342248
Camelot Elementary School,Elementary,2022-02-19,Chesapeake,VA,13:07:00,36.7183708,-76.2466798
McColm High School,High,2022-02-20,McColm,MS,16:50:00,32.921921,-89.687118
Wilson Middle School,Middle,2022-02-20,Wilson,OK,03:30:00,35.5076035,-96.0347212
John Carroll Elementary School,Elementary,2022-02-21,Hyattsville,MD,17:20:00,38.9529442,-76.9408647
Alief ISD Center for Advanced Careers,High,2022-02-22,Houston,TX,16:30:00,29.7589382,-95.3676974
Liberty Point International Middle School,Middle,2022-02-22,Pueblo,CO,15:20:00,38.2544472,-104.609141
Woodbridge High School,High,2022-02-23,Woodbridge,VA,20:10:00,38.6581723,-77.2497049
Sonnie Hereford Elementary,Elementary,2022-02-25,Huntsville,AL,10:30:00,34.729847,-86.5859011
West Mesa High School,High,2022-02-25,Albuquerque,NM,08:00:00,35.0841034,-106.650985
Dunbar High School,High,2022-02-27,Washington,DC,05:10:00,4.6529539,-74.0835643
Boys and Girls High School,High,2022-02-28,Brooklyn,NY,14:50:00,40.6526006,-73.9497211
JW Sexton High School,High,2022-03-03,Lansing,MI,13:15:00,42.7337712,-84.5553805
Olathe East High School,High,2022-03-04,Olathe,KS,10:30:00,38.8838856,-94.81887
East High School,High,2022-03-07,Des Moines,IA,02:50:00,41.5910323,-93.6046655
Espanola Valley High School,High,2022-03-09,Espanola,NM,21:00:00,35.9910962,-106.080835
Kimball High School,High,2022-03-09,Houston,TX,19:00:00,29.7589382,-95.3676974
North Gardens High School,High,2022-03-09,Miami Gardens,FL,13:30:00,25.9420377,-80.2456045
Cora L. Rice Elementary School,Elementary,2022-03-10,Landover,MD,02:15:00,38.9340002,-76.8966397
Hamilton Middle School,K-8,2022-03-10,Memphis,TN,08:00:00,35.1460249,-90.0517638
Rock Canyon High School,High,2022-03-10,Highlands Ranch,CO,09:22:00,39.5497243,-104.969565
De Anza High School,High,2022-03-11,Richmond,CA,15:00:00,37.9357576,-122.347748
Fairland Middle School,Middle,2022-03-11,Proctorville,OH,12:00:00,38.438232,-82.3811273
Jerstad-Agerholm Elementary School,Elementary,2022-03-11,Racine,WI,,42.7260523,-87.7825242
New Foundations Charter School,K-8,2022-03-13,Philadelphia,PA,,39.9527237,-75.1635262
Kraemer Middle School,Middle,2022-03-14,Placentia,CA,09:00:00,33.8714814,-117.8617337
Eisenhower High School,High,2022-03-15,Yakima,WA,15:00:00,46.601557,-120.510842
Forest Park Middle School,Middle,2022-03-15,Forest Park,GA,,33.6220542,-84.3690918
Paul Lawrence Dunbar High School,High,2022-03-15,Baltimore,MD,15:20:00,39.2908816,-76.610759
Tech Academy Boston,High,2022-03-15,Boston,MA,17:40:00,42.3554334,-71.060511
Loma Vista Middle School,Middle,2022-03-16,Riverside,CA,17:00:00,33.9824949,-117.374238
Redington Jr/Sr High School,6-12,2022-03-17,Wasilla,AK,14:30:00,61.5824216,-149.442563
Barrington High School,High,2022-03-18,Barrington,IL,08:00:00,42.1539141,-88.1361888
Madison High School,High,2022-03-18,Mansfield,OH,10:00:00,40.75839,-82.5154471
,High,2022-03-18,Providence,RI,14:50:00,41.8239891,-71.4128343
Central Baldwin Middle School,Middle,2022-03-19,Loxley,AL,13:50:00,30.6182476,-87.7530454
Desert Canyon Middle School,Middle,2022-03-21,Scottsdale,AZ,11:15:00,33.4942189,-111.926018
Leap of Faith Middle School,Middle,2022-03-21,Pascagoula,MS,13:00:00,30.3646795,-88.5585995
Mahone Middle School,Middle,2022-03-21,Kenosha,WI,03:25:00,42.5846773,-87.8212263
James Madison Middle School,Middle,2022-03-22,Roanoke,VA,16:00:00,37.270973,-79.9414313
New Smyrna Beach High School,High,2022-03-22,New Smyrna Beach,FL,15:20:00,29.0258132,-80.9271271
Woodrow Wilson High School,High,2022-03-22,Dallas,TX,15:00:00,32.7762719,-96.7968559
Rippon Middle School,Middle,2022-03-24,Woodbridge,VA,11:11:00,38.6581723,-77.2497049
Brighton High School,High,2022-03-25,Memphis,TN,,35.1460249,-90.0517638
Highland High School,High,2022-03-25,Salt Lake City,UT,12:00:00,40.7596198,-111.886797
Royse City High School,High,2022-03-25,Royse City,TX,08:15:00,32.9761045,-96.331334
North Crowley High School,High,2022-03-28,Fort Worth,TX,16:30:00,32.753177,-97.3327459
Oakdale Elementary School,Elementary,2022-03-28,Charlotte,NC,11:30:00,35.2272086,-80.8430827
Lucy Addison Middle School,Middle,2022-03-29,Roanoke,VA,14:15:00,37.270973,-79.9414313
Western High School,High,2022-03-29,Las Vegas,NV,14:15:00,36.1672559,-115.148516
Booker T Washington High School,High,2022-03-30,Atlanta,GA,14:30:00,33.7489924,-84.3902644
Kingman High School,High,2022-03-30,Kingman,AZ,15:00:00,35.189443,-114.0530065
 West Philadelphia Achievement Charter Elementary School,Elementary,2022-03-31,Philadelphia,PA,08:45:00,39.9527237,-75.1635262
Tanglewood Middle School,Middle,2022-03-31,Greenville,SC,12:30:00,34.851354,-82.3984882
Bloomington High School South,High,2022-04-03,Bloomington,IN,19:10:00,39.1670396,-86.5342881
Erie High School,High,2022-04-05,Erie,PA,09:40:00,42.1294712,-80.0852695
Ripley Middle School,Middle,2022-04-06,Ripley,WV,08:00:00,38.8188287,-81.7105572
Roosevelt High School,High,2022-04-06,Portland,OR,21:30:00,45.5202471,-122.674194
St. Monica Catholic School,Elementary,2022-04-06,Mercer Island,WA,13:30:00,47.5766324,-122.2276378
Lynn English High School,High,2022-04-10,Lynn,MA,01:00:00,42.466763,-70.9494939
Pine Bluff High School,High,2022-04-11,Pine Bluff,AR,14:45:00,34.2157064,-92.0140402
Shelters Elementary School,Elementary,2022-04-13,Southgate,MI,13:00:00,42.2037103,-83.2067556
Neshoba Central High School,High,2022-04-14,Philadelphia,MS,12:15:00,32.7703841,-89.1153488
Gar-Field High School,High,2022-04-15,Woodbridge,VA,21:30:00,38.6581723,-77.2497049
Meredith Middle School,Middle,2022-04-16,Des Moines,IA,18:50:00,41.5910323,-93.6046655
Mott-Regent High School,K-12,2022-04-21,Mott,ND,14:58:00,46.3726819,-102.3264905
Edmund Burke School,6-12,2022-04-22,Washington,DC,15:20:00,4.6529539,-74.0835643
Houck Middle School,Middle,2022-04-22,Salem,OR,23:55:00,44.9391565,-123.033121
Mountain View Middle School,Middle,2022-04-22,Redding,CA,18:00:00,40.5863563,-122.391675
Hazelwood Central High School,High,2022-04-24,Florissant,MO,06:00:00,38.7919683,-90.3227803
Marietta City Schools Bus Yard,Other,2022-04-25,Marietta,GA,21:00:00,33.9528472,-84.5496148
Wisconsin Conservatory of Lifelong Learning,6-12,2022-04-25,Milwaukee,WI,15:00:00,43.0349931,-87.922497
Aspen Ridge School,K-8,2022-04-26,Ishpeming Township,MI,12:30:00,46.623265950000004,-87.67675414329108
Southwest High School,High,2022-04-26,Macon,GA,22:30:00,32.8406946,-83.6324022
Coquillard Elementary School,Elementary,2022-04-27,South Bend,IN,16:00:00,41.6833813,-86.2500066
Morrill Elementary School,Elementary,2022-04-27,San Antonio,TX,20:18:00,29.4246002,-98.4951405
McKee Middle School (McKee Stadium),Middle,2022-04-30,Jeannette City,PA,10:15:00,40.440862,-80.001797
Hamilton Stem Academy,Elementary,2022-05-01,Columbus,OH,13:30:00,39.9622601,-83.0007065
Louise A. Benton Middle School,Middle,2022-05-01,Manassas,VA,10:15:00,38.7509488,-77.4752667
Arrowview Middle School,Middle,2022-05-03,San Bernardino,CA,05:45:00,34.1081621,-117.28946
Dothan City School Bus,K-12,2022-05-05,Dothan,AL,15:00:00,31.2237285,-85.3934375
Lowellville K-12 School,K-12,2022-05-05,Lowellville,OH,10:30:00,41.0359418,-80.5362257
Eden Ii Institute,Other,2022-05-09,Staten Island,NY,15:15:00,40.5834557,-74.1496048
Riverside Elementary School,Elementary,2022-05-09,Suwanee,GA,07:15:00,34.0514898,-84.0712997
Andrew Jackson High School,High,2022-05-11,Jacksonville,FL,15:00:00,30.3321838,-81.655651
Heights High School,High,2022-05-12,Houston,TX,13:15:00,29.7589382,-95.3676974
Hot Springs High School,High,2022-05-12,Hot Springs,AR,19:00:00,34.5038393,-93.0552437
Alexander W. Dreyfoos School of the Arts,High,2022-05-13,West Palm Beach,FL,12:00:00,26.715364,-80.0532942
Southwest High School,High,2022-05-13,Macon,GA,19:49:00,32.8406946,-83.6324022
Belmont Elementary School,Elementary,2022-05-15,Belmont,NH,10:00:00,43.4454035,-71.478381
Meadow View Elementary School,Elementary,2022-05-15,Plainfield,IL,19:30:00,41.6086711,-88.2054345
Mexia High School,High,2022-05-16,Mexia,TX,11:20:00,31.307819000000002,-96.62978728122914
School Bus,Other,2022-05-17,San Francisco,CA,09:00:00,37.7792588,-122.4193286
Walt Disney Magnet School,K-8,2022-05-17,Chicago,IL,10:00:00,41.8755616,-87.6244212
Palmetto High School,High,2022-05-18,Palmetto,FL,21:30:00,27.5214269,-82.5723193
Riverdale High School,High,2022-05-18,Murfreesboro,TN,21:30:00,35.8460396,-86.3921096
East Kentwood High School,High,2022-05-19,Kentwood,MI,19:30:00,42.8694731,-85.6447492
George Wythe High School,High,2022-05-19,Richmond,VA,14:13:00,37.5385087,-77.43428
Hammond High Magnet School,High,2022-05-19,Hammond,LA,20:00:00,30.5043583,-90.4611995
Canal Winchester High School,High,2022-05-20,Canal Winchester,OH,15:00:00,39.8428215,-82.805646
East Lake Elementary School,Elementary,2022-05-20,Chattanooga,TN,05:00:00,53.6588979,-2.2832981
Mary W Burroughs Elementary School,Elementary,2022-05-20,Theodore,AL,13:30:00,30.5463684,-88.2023936859469
Potomac High School,High,2022-05-20,Dumfries,VA,08:19:00,38.5676202,-77.3280382
South Elementary School,Elementary,2022-05-20,Pittsfield,IL,07:28:00,39.6078254,-90.805129
Simon Gratz High School,High,2022-05-23,Philadelphia,PA,14:45:00,39.9527237,-75.1635262
Powell Elementary School,Elementary,2022-05-24,Washington,DC,16:15:00,4.6529539,-74.0835643
Riverside University High School,High,2022-05-24,Milwaukee,WI,12:30:00,43.0349931,-87.922497
Robb Elementary School,Elementary,2022-05-24,Uvalde,TX,11:30:00,29.2095883,-99.7861833
St. Margaret of Scotland School,K-12,2022-05-25,Chicago,IL,,41.8755616,-87.6244212
Duff Elementary School,Elementary,2022-05-26,Arlington,TX,11:45:00,32.7355816,-97.1071186
Mevers School of Excellence,K-8,2022-05-26,Goose Creek,SC,00:05:00,32.9961038,-80.0387292
Daniel Webster Public School,Elementary,2022-05-29,Chicago,IL,01:30:00,41.8755616,-87.6244212
Helix High School,High,2022-05-30,La Mesa,CA,18:20:00,32.7678288,-117.0230839
Morris Jeff High School,High,2022-05-31,New Orleans,LA,11:45:00,29.9759983,-90.0782127
Ulysses S. Grant Senior High School,High,2022-06-01,Los Angeles,CA,15:25:00,34.0536909,-118.242766
West Side Leadership Academy,High,2022-06-05,Gary,IN,18:13:00,41.6020962,-87.3370646
Pershing High School,High,2022-06-07,Detroit,MI,16:00:00,42.3315509,-83.0466403
Little Rock School District Bus,Other,2022-06-08,Little Rock,AR,16:01:00,34.7465071,-92.2896267
Walnut Park Elementary School,Elementary,2022-06-09,Gadsden,AL,09:30:00,34.0128323,-86.0030251
Byhalia High School,High,2022-06-10,Byhalia,MS,10:30:00,34.8723179,-89.6906396
Mariner High School,High,2022-06-13,Everett,WA,15:10:00,47.9793437,-122.2127011
Gresham School of Excellence,Elementary,2022-06-20,Chicago,IL,01:00:00,41.8755616,-87.6244212
